"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageYrBlt","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","3SsnPorch","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1639,20,"RL",80,10928,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,6,1978,1986,"Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","TA","TA","No",363,"Unf",0,1064,1427,"TA","Y","SBrkr",1671,0,1671,0,2,0,3,"TA",7,"Typ",1,1978,"RFn",2,484,"Y",252,55,0,8,2009,"WD","Normal",184294.576009142
843,80,"RL",82,9020,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","Gd",312,"ALQ",539,276,1127,"TA","Y","SBrkr",1165,0,1165,1,1,1,3,"TA",6,"Typ",0,1966,"RFn",2,490,"Y",0,129,0,5,2008,"WD","Normal",174900
465,20,"RL",60,8430,"Reg","HLS","Inside","Mod","CollgCr","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","Gd","TA","No",616,"Unf",0,424,1040,"TA","Y","SBrkr",1040,0,1040,0,2,0,3,"TA",5,"Typ",0,NA,NA,0,0,"Y",0,0,0,8,2009,"WD","Normal",124000
996,50,"RL",51,4712,"IR1","Lvl","Inside","Mod","BrkSide","Feedr","1Fam","1.5Fin",4,7,1946,1950,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No",384,"Unf",0,363,747,"TA","Y","SBrkr",774,456,1230,1,1,1,3,"TA",5,"Typ",0,1946,"Unf",1,305,"Y",0,57,0,8,2006,"WD","Abnorml",121600
1549,50,"RM",52,6240,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",5,7,1936,1980,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","TA","Fa","No",276,"Unf",0,252,528,"Gd","Y","SBrkr",548,492,1040,0,1,0,2,"TA",5,"Typ",0,1979,"Fin",2,624,"P",306,0,0,5,2010,"WD","Normal",157580.177551642
1200,20,"RL",75,11235,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",4,5,1963,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No",547,"Unf",0,504,1051,"Gd","Y","SBrkr",1382,0,1382,0,1,1,3,"TA",6,"Typ",1,1974,"Unf",2,459,"Y",0,82,0,10,2006,"WD","Normal",148000
1134,60,"RL",80,9828,"IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",8,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No",584,"Unf",0,544,1128,"Ex","Y","SBrkr",1142,878,2020,0,2,1,3,"Gd",8,"Typ",1,1995,"RFn",2,466,"Y",0,155,0,6,2009,"WD","Normal",239500
84,20,"RL",80,8892,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn","TA","TA","CBlock","TA","TA","No",0,"Unf",0,1065,1065,"Gd","Y","SBrkr",1065,0,1065,0,1,1,3,"TA",6,"Typ",0,1974,"Unf",2,461,"Y",74,0,0,7,2007,"COD","Normal",126500
1895,20,"RL",70,11767,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No",546,"Unf",0,604,1150,"Ex","Y","SBrkr",1560,0,1560,0,1,0,2,"TA",7,"Min1",1,1956,"Unf",1,313,"Y",0,0,0,5,2009,"WD","Normal",169355.202465146
1165,80,"RL",NA,16157,"IR1","Lvl","FR2","Gtl","Veenker","Feedr","1Fam","SLvl",5,7,1978,1978,"Gable","CompShg","Plywood","Plywood","None","TA","TA","PConc","Gd","TA","Gd",680,"Rec",391,289,1360,"Ex","Y","SBrkr",1432,0,1432,1,1,1,2,"Gd",5,"Typ",1,1978,"Unf",2,588,"Y",168,180,0,6,2007,"WD","Normal",194000
2300,60,"RL",110,14277,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Mn",938,"Unf",0,379,1317,"Ex","Y","SBrkr",1217,1168,2385,1,2,1,3,"Gd",7,"Typ",1,2003,"Fin",3,818,"Y",192,228,0,1,2007,"WD","Normal",184946.642483576
2781,30,"RM",50,5633,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","Stucco","None","TA","TA","BrkTil","TA","Fa","No",0,"Unf",0,844,844,"TA","Y","SBrkr",844,0,844,0,1,0,2,"TA",5,"Typ",0,1925,"Unf",1,216,"N",50,81,0,7,2006,"WD","Normal",162186.071220207
2888,50,"RM",50,7000,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",6,7,1926,1950,"Hip","CompShg","MetalSd","MetalSd","None","TA","TA","PConc","TA","TA","No",374,"Unf",0,487,861,"Ex","Y","SBrkr",861,424,1285,0,1,0,3,"TA",6,"Typ",0,1950,"Fin",2,506,"Y",96,0,0,5,2006,"WD","Normal",175942.474593632
2668,60,"RL",65,10237,"Reg","Lvl","Inside","Gtl","Gilbert","RRAn","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No",0,"Unf",0,738,738,"Ex","Y","SBrkr",738,754,1492,0,2,1,3,"Gd",8,"Typ",0,2006,"Fin",2,440,"Y",0,32,0,9,2006,"New","Partial",186732.584943041
1328,20,"RL",60,6600,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,9,1982,2008,"Gable","CompShg","VinylSd","VinylSd","None","Gd","Gd","CBlock","TA","TA","No",641,"Unf",0,175,816,"Ex","Y","SBrkr",816,0,816,0,1,0,3,"Gd",5,"Typ",1,1982,"Unf",1,264,"Y",0,0,0,10,2008,"WD","Normal",130500
557,20,"RL",69,14850,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No",895,"Unf",0,197,1092,"TA","Y","FuseA",1092,0,1092,1,1,0,2,"TA",6,"Typ",1,1957,"Fin",1,299,"Y",268,0,0,5,2006,"WD","Normal",141000
1685,60,"RL",57,8918,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av",0,"Unf",0,745,745,"Ex","Y","SBrkr",745,745,1490,0,2,1,3,"Gd",7,"Typ",1,2005,"Fin",2,392,"Y",36,20,0,7,2009,"WD","Normal",179233.926374487
287,50,"RL",77,9786,"IR1","Bnk","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",6,7,1962,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No",600,"Unf",0,312,912,"TA","Y","SBrkr",1085,649,1734,0,1,1,3,"Gd",7,"Typ",1,1962,"RFn",2,440,"Y",0,0,0,6,2006,"WD","Normal",159000
2662,20,"RL",131,14828,"IR1","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace","Ex","TA","PConc","Ex","TA","Gd",1383,"Unf",0,397,1780,"Ex","Y","SBrkr",1780,0,1780,1,2,0,2,"Ex",7,"Typ",1,2004,"Fin",3,816,"Y",144,68,0,8,2006,"WD","Normal",181387.076390881
2377,20,"RL",94,17778,"IR1","Lvl","Inside","Gtl","Veenker","Norm","1Fam","1Story",8,5,1981,1981,"Hip","CompShg","BrkFace","BrkFace","None","Gd","TA","CBlock","Gd","TA","Gd",1632,"Rec",829,0,2461,"Gd","Y","SBrkr",2497,0,2497,1,2,0,2,"Gd",7,"Typ",2,1981,"RFn",2,676,"Y",266,0,0,3,2007,"WD","Normal",180770.649792036
2535,60,"RL",NA,12728,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Mn",1198,"Unf",0,333,1531,"Ex","Y","SBrkr",1531,908,2439,1,2,1,4,"Gd",7,"Typ",1,2001,"Fin",2,560,"Y",184,121,0,1,2007,"WD","Normal",195174.031139141
1522,20,"RL",80,10032,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1959,1959,"Gable","CompShg","Wd Sdng","Wd Sdng","Stone","TA","TA","CBlock","TA","TA","No",734,"Unf",0,510,1244,"Ex","Y","SBrkr",1580,0,1580,1,1,1,3,"TA",6,"Typ",2,1956,"Unf",2,440,"Y",0,28,0,6,2010,"WD","Normal",179423.751581665
858,60,"RL",65,8125,"Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No",0,"Unf",0,702,702,"Gd","Y","SBrkr",702,779,1481,0,2,1,3,"TA",6,"Typ",1,1994,"Fin",2,343,"Y",0,36,0,3,2009,"WD","Normal",174000
1840,90,"RL",60,10800,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Duplex","1Story",5,5,1987,1988,"Gable","CompShg","Plywood","Plywood","None","TA","Gd","CBlock","Gd","Gd","Gd",1200,"Unf",0,0,1200,"TA","Y","SBrkr",1200,0,1200,3,3,0,3,"TA",5,"Typ",0,NA,NA,0,0,"Y",120,0,0,3,2009,"WD","Alloca",178518.204332507
2667,60,"RL",65,10237,"Reg","Lvl","Inside","Gtl","Gilbert","RRAn","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No",0,"Unf",0,728,728,"Ex","Y","SBrkr",728,728,1456,0,2,1,3,"Gd",8,"Typ",1,2005,"Fin",2,390,"Y",0,24,0,2,2006,"New","Partial",178998.337067854
576,50,"RL",80,8480,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",5,5,1947,1950,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No",442,"Unf",0,390,832,"TA","Y","SBrkr",832,384,1216,0,1,0,2,"TA",6,"Typ",0,1947,"Unf",1,336,"Y",158,0,0,10,2008,"COD","Abnorml",118500
990,60,"FV",65,8125,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","No",0,"Unf",0,770,770,"Ex","Y","SBrkr",778,798,1576,0,2,1,3,"Gd",6,"Typ",0,2006,"RFn",2,614,"Y",0,50,0,8,2006,"New","Partial",197000
316,60,"RL",71,7795,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No",425,"Unf",0,291,716,"Ex","Y","SBrkr",716,716,1432,1,2,1,3,"Gd",6,"Typ",1,2004,"Fin",2,432,"Y",100,51,0,7,2009,"WD","Normal",188500
1075,20,"RL",74,8556,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av",0,"Unf",0,1240,1240,"Ex","Y","SBrkr",1240,0,1240,0,2,0,2,"Gd",5,"Typ",0,2006,"RFn",3,826,"Y",140,93,0,5,2007,"WD","Normal",194000
733,60,"RL",75,11404,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av",252,"Unf",0,901,1153,"Ex","Y","SBrkr",1153,878,2031,0,2,1,3,"Gd",8,"Typ",1,1998,"Fin",2,541,"Y",192,84,0,7,2008,"WD","Normal",222500
1314,60,"RL",108,14774,"IR1","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story",9,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No",0,"Unf",0,1393,1393,"Ex","Y","SBrkr",1422,1177,2599,0,2,1,4,"Gd",10,"Typ",1,1999,"Fin",3,779,"Y",668,30,0,5,2010,"WD","Normal",333168
2698,60,"RL",70,9370,"IR2","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,5,1992,1993,"Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","No",758,"Unf",0,78,836,"Ex","Y","SBrkr",844,887,1731,1,2,1,3,"Gd",7,"Typ",0,1992,"RFn",2,462,"Y",307,85,0,10,2006,"WD","Family",186131.188248242
2916,160,"RM",21,1894,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","TwnhsE","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No",252,"Unf",0,294,546,"TA","Y","SBrkr",546,546,1092,0,1,1,3,"TA",6,"Typ",0,1970,"Unf",1,286,"Y",0,24,0,4,2006,"WD","Abnorml",164788.778231138
811,20,"RL",78,10140,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,6,1974,1999,"Hip","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No",663,"LwQ",377,0,1040,"Fa","Y","SBrkr",1309,0,1309,1,1,1,3,"Gd",5,"Typ",1,1974,"RFn",2,484,"Y",265,0,0,1,2006,"WD","Normal",181000
955,90,"RL",35,9400,"IR1","Lvl","CulDSac","Gtl","Edwards","Norm","Duplex","SFoyer",6,5,1975,1975,"Flat","Tar&Grv","WdShing","Plywood","BrkFace","TA","TA","CBlock","Gd","Gd","Gd",945,"Unf",0,0,945,"TA","Y","SBrkr",980,0,980,0,2,0,4,"TA",4,"Typ",0,NA,NA,0,0,"Y",0,0,0,10,2006,"WD","AdjLand",127500
2330,60,"RL",59,9649,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No",0,"Unf",0,941,941,"Ex","Y","SBrkr",961,683,1644,0,2,1,3,"TA",7,"Typ",1,1999,"RFn",2,460,"Y",460,42,0,5,2007,"WD","Normal",180258.131219792
1167,20,"RL",64,10475,"IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av",0,"Unf",0,1694,1694,"Ex","Y","SBrkr",1694,0,1694,0,2,0,3,"Gd",7,"Typ",0,2008,"RFn",3,776,"Y",160,33,0,2,2010,"WD","Normal",245350
2333,60,"RL",74,11002,"IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No",1048,"Unf",0,341,1389,"Ex","Y","SBrkr",1411,1171,2582,1,2,1,4,"Gd",9,"Typ",1,1998,"Fin",3,758,"Y",286,60,0,1,2007,"WD","Normal",191777.196949138
1706,20,"RL",85,11128,"Reg","Lvl","Corner","Gtl","Somerst","PosN","1Fam","1Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","Stone","Ex","TA","PConc","Ex","TA","Gd",2158,"Unf",0,300,2458,"Ex","Y","SBrkr",2490,0,2490,1,2,0,2,"Ex",9,"Typ",2,2005,"Fin",3,795,"Y",70,226,0,10,2009,"WD","Normal",173622.088728263
501,160,"RM",21,1890,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No",356,"Unf",0,316,672,"TA","Y","SBrkr",672,546,1218,0,1,1,3,"TA",7,"Typ",0,1973,"Unf",1,264,"Y",144,28,0,5,2007,"WD","Normal",113000
2559,30,"RL",54,7223,"Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","1Story",5,5,1926,1950,"Hip","CompShg","Stucco","Plywood","None","TA","TA","PConc","TA","TA","Mn",319,"Unf",0,971,1290,"TA","Y","SBrkr",1422,0,1422,0,1,0,3,"TA",6,"Typ",0,1973,"Unf",1,352,"Y",0,0,0,4,2007,"WD","Normal",174378.777632042
536,190,"RL",70,7000,"Reg","Lvl","Inside","Gtl","Edwards","Norm","2fmCon","2Story",5,7,1910,1991,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","Gd","TA","Gd",969,"Unf",0,148,1117,"TA","Y","SBrkr",820,527,1347,1,1,0,3,"TA",5,"Typ",0,NA,NA,0,0,"N",85,0,0,1,2008,"WD","Normal",107500
2741,20,"RL",70,8400,"Reg","Lvl","Corner","Gtl","NAmes","Feedr","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","BrkFace","BrkFace","None","TA","TA","CBlock","Fa","TA","Mn",623,"Unf",0,556,1179,"Gd","Y","SBrkr",1364,0,1364,0,1,1,3,"TA",6,"Typ",1,1957,"RFn",1,331,"Y",0,60,0,3,2006,"WD","Normal",176487.943174734
988,20,"RL",83,10159,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone","Ex","TA","PConc","Ex","TA","Av",1646,"Unf",0,284,1930,"Ex","Y","SBrkr",1940,0,1940,1,2,1,3,"Ex",8,"Typ",1,2010,"Fin",3,606,"Y",168,95,0,4,2010,"New","Partial",395192
2785,50,"RM",50,6000,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace","TA","Gd","PConc","TA","TA","No",0,"Unf",0,816,816,"Ex","Y","SBrkr",816,750,1566,0,1,1,5,"Gd",7,"Typ",0,1976,"Unf",2,450,"Y",24,0,0,8,2006,"WD","Normal",203840.874021305
1067,60,"RL",59,7837,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,7,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No",0,"Unf",0,799,799,"Gd","Y","SBrkr",799,772,1571,0,2,1,3,"TA",7,"Typ",1,1993,"RFn",2,380,"Y",0,40,0,5,2009,"WD","Normal",178000
1025,20,"RL",NA,15498,"IR1","Lvl","Corner","Gtl","Timber","Norm","1Fam","1Story",8,6,1976,1976,"Hip","WdShake","Stone","HdBoard","None","Gd","TA","CBlock","Gd","TA","Av",1165,"LwQ",400,0,1565,"TA","Y","SBrkr",2898,0,2898,1,2,0,2,"Gd",10,"Typ",1,1976,"Fin",2,665,"Y",0,72,0,5,2008,"COD","Abnorml",287000
29,20,"RL",47,16321,"IR1","Lvl","CulDSac","Gtl","NAmes","Norm","1Fam","1Story",5,6,1957,1997,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","Gd",1277,"Unf",0,207,1484,"TA","Y","SBrkr",1600,0,1600,1,1,0,2,"TA",6,"Typ",2,1957,"RFn",1,319,"Y",288,258,0,12,2006,"WD","Normal",207500
1942,60,"RL",NA,14067,"Reg","Lvl","FR3","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No",504,"Unf",0,332,836,"Gd","Y","SBrkr",851,858,1709,1,2,1,3,"Gd",7,"Typ",0,1991,"Fin",2,416,"Y",0,40,0,9,2008,"WD","Normal",192474.817899346
838,160,"RM",21,1680,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No",330,"Unf",0,153,483,"TA","Y","SBrkr",483,504,987,1,1,1,2,"TA",5,"Typ",0,1973,"Unf",1,264,"Y",0,0,0,11,2008,"WD","Normal",1e+05
1820,30,"C (all)",NA,3300,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",4,3,1910,1950,"Gable","CompShg","Stucco","Stucco","None","TA","TA","BrkTil","TA","TA","No",0,"Unf",0,624,624,"Ex","Y","SBrkr",816,0,816,0,1,0,2,"TA",5,"Typ",1,NA,NA,0,0,"N",0,33,0,6,2009,"WD","Normal",153796.714319583
1652,160,"RM",21,1680,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No",254,"Unf",0,229,483,"TA","Y","SBrkr",483,504,987,1,1,1,2,"TA",5,"Typ",0,1973,"Unf",1,264,"Y",0,0,0,7,2009,"WD","Normal",151713.38474815
2281,120,"RH",33,4113,"IR1","Lvl","Inside","Gtl","NAmes","Norm","TwnhsE","1Story",6,5,2001,2001,"Gable","CompShg","MetalSd","MetalSd","None","Gd","TA","PConc","Gd","TA","Mn",0,"Unf",0,1337,1337,"Ex","Y","SBrkr",1337,0,1337,0,2,0,2,"Gd",5,"Typ",1,2001,"Fin",2,511,"Y",136,68,0,7,2007,"WD","Normal",158296.975970284
1317,20,"RL",61,10226,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","Gd",0,"Unf",0,1622,1622,"Ex","Y","SBrkr",1630,0,1630,1,2,0,3,"Ex",8,"Typ",1,2008,"RFn",3,860,"Y",172,42,0,1,2009,"WD","Normal",295493
573,60,"RL",83,13159,"IR1","HLS","Corner","Gtl","Timber","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Ex","TA","Av",0,"Unf",0,846,846,"Gd","Y","SBrkr",846,846,1692,0,2,1,3,"Gd",6,"Typ",0,2009,"RFn",2,650,"Y",208,114,0,7,2009,"New","Partial",224500
1966,120,"RL",24,2529,"Reg","Lvl","Inside","Gtl","NPkVill","Norm","Twnhs","1Story",7,6,1977,1977,"Gable","CompShg","Plywood","Brk Cmn","None","TA","TA","CBlock","Gd","TA","No",378,"Unf",0,677,1055,"Fa","Y","SBrkr",1055,0,1055,0,2,0,2,"TA",4,"Typ",0,1977,"Unf",2,440,"Y",0,38,0,9,2008,"WD","Normal",156491.711373235
369,20,"RL",78,7800,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","TA","TA","No",540,"Unf",0,728,1268,"Gd","Y","SBrkr",1268,0,1268,0,1,0,2,"TA",7,"Typ",1,1954,"Fin",1,244,"Y",0,98,0,3,2010,"WD","Normal",132000
2499,30,"RL",NA,11515,"IR1","Lvl","CulDSac","Gtl","Edwards","Norm","1Fam","1Story",4,5,1958,1994,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","Slab",NA,NA,NA,0,NA,0,0,0,"TA","N","SBrkr",943,0,943,0,1,0,3,"Gd",5,"Min2",0,1958,"Unf",1,308,"N",0,0,0,8,2007,"WD","Normal",187245.168439419
86,60,"RL",121,16059,"Reg","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1991,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace","Gd","TA","CBlock","Gd","TA","No",0,"Unf",0,1288,1288,"Ex","Y","SBrkr",1301,1116,2417,0,2,1,4,"Gd",9,"Typ",1,1991,"Unf",2,462,"Y",127,82,0,4,2006,"WD","Normal",260000
1507,60,"RL",80,10791,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",6,5,1993,1993,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","PConc","Gd","TA","Mn",1137,"Unf",0,143,1280,"Ex","Y","SBrkr",1280,1215,2495,1,2,1,4,"Gd",9,"Typ",1,1993,"Unf",2,660,"Y",224,32,0,3,2010,"WD","Normal",190878.69508543
2375,120,"RL",50,9466,"IR2","Lvl","FR2","Gtl","Veenker","Norm","TwnhsE","1Story",8,5,1994,1995,"Gable","CompShg","BrkFace","BrkFace","None","Gd","TA","PConc","Gd","TA","Gd",457,"ALQ",1037,0,1494,"Ex","Y","SBrkr",1494,0,1494,1,1,1,1,"Gd",5,"Typ",1,1994,"Fin",2,478,"Y",0,30,0,5,2007,"WD","Normal",153346.220086301
1646,20,"RL",78,10140,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,6,1974,1974,"Hip","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","TA","TA","No",888,"Unf",0,228,1116,"Ex","Y","SBrkr",1116,0,1116,1,2,0,3,"TA",6,"Typ",1,1974,"RFn",2,528,"Y",0,0,0,4,2009,"WD","Normal",178324.191575907
355,50,"RL",60,8400,"Reg","Bnk","Inside","Gtl","SWISU","Norm","1Fam","1.5Fin",6,5,1940,2000,"Gable","CompShg","Wd Sdng","MetalSd","None","TA","TA","CBlock","TA","TA","No",388,"Unf",0,552,940,"Ex","Y","SBrkr",1192,403,1595,0,1,0,2,"TA",6,"Typ",2,1940,"Unf",1,240,"Y",0,0,0,6,2006,"WD","Normal",140000
1843,20,"RL",75,11625,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,6,1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No",527,"Unf",0,525,1052,"TA","Y","SBrkr",1052,0,1052,0,1,1,3,"TA",6,"Typ",1,1984,"Fin",1,668,"Y",0,215,0,4,2009,"WD","Abnorml",181246.728523853
1073,50,"RL",50,7585,"Reg","Lvl","Inside","Gtl","Edwards","Artery","1Fam","1.5Fin",5,3,1948,1950,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","Fa","Fa","Mn",0,"Unf",0,810,810,"Fa","Y","FuseA",1002,454,1456,1,1,0,4,"TA",7,"Typ",1,1954,"Unf",1,280,"P",0,0,0,8,2006,"WD","Normal",91500
361,85,"RL",NA,7540,"IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","SFoyer",6,6,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","Gd","TA","Av",773,"Unf",0,115,888,"Ex","Y","SBrkr",912,0,912,1,1,0,2,"TA",5,"Typ",1,1978,"RFn",2,470,"Y",0,0,0,6,2007,"WD","Normal",156000
